case_study,benchmark,mode,success,interpret_time,interpret_cpu,interpret_mem,transpile_time,transpile_cpu,transpile_mem,compile_time,compile_cpu,compile_mem,execute_time,execute_cpu,execute_mem,smt_calls,smt_time,smt_mode,smt_eval_time,smt_wait_time,smt_cache_hits,smt_cache_misses,smt_cache_clears,work
scuba,hsqldb,interpret,y,249.09,3230,138.743924,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871792
scuba,hsqldb,interpret,y,243.80,3252,133.611308,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871791
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.74,214,5.419096,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.66,209,4.839872,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.75,210,4.859612,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.57,199,4.837552,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.63,214,5.393948,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.59,184,4.573536,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.32,223,5.542304,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.21,181,4.61934,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.05,210,5.412268,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,scuba,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.36,222,5.520936,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,luindex,compile-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041.01,2894,20.825148,34,0.551483,check-sat-assuming,0.551483,0.0,0.0,3.4e-05,0,34119.541513
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036.74,2868,20.752856,34,0.598672,check-sat-assuming,0.598672,0.0,0.0,3.4e-05,0,34119.54203
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031.61,2890,20.755452,34,0.639845,check-sat-assuming,0.639845,0.0,0.0,3.4e-05,0,34119.542864
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044.78,2902,20.889328,34,0.538263,check-sat-assuming,0.538263,0.0,0.0,3.4e-05,0,34119.541574
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.78,2884,20.80856,34,0.792926,check-sat-assuming,0.792926,0.0,0.0,3.4e-05,0,34119.542296
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048.47,2882,20.857712,34,0.655729,check-sat-assuming,0.655729,0.0,0.0,3.4e-05,0,34119.543504
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.34,2886,20.899812,34,0.723067,check-sat-assuming,0.723067,0.0,0.0,3.4e-05,0,34119.542421
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046.50,2874,20.853344,34,0.6120800000000001,check-sat-assuming,0.6120800000000001,0.0,0.0,3.4e-05,0,34119.542213
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061.86,2887,20.88068,34,0.6811079999999999,check-sat-assuming,0.6811079999999999,0.0,0.0,3.4e-05,0,34119.54319
scuba,luindex,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.79,2878,20.838924,34,0.662063,check-sat-assuming,0.662063,0.0,0.0,3.4e-05,0,34119.543168
scuba,luindex,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,luindex,interpret,y,1338.81,3224,153.528576,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1.7060693919999999,check-sat-assuming,1.706,6.939199999999999e-05,0.0,3.4e-05,0,33531.646271
scuba,luindex,interpret,y,1317.58,3267,166.315508,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.508073645,check-sat-assuming,2.508,7.3645e-05,0.0,3.4e-05,0,33531.646266
scuba,luindex,interpret,y,1358.12,3256,155.316796,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.7240700060000003,check-sat-assuming,2.724,7.0006e-05,0.0,3.4e-05,0,33531.646266
scuba,luindex,interpret,y,1374.43,3287,154.498824,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.1910695519999996,check-sat-assuming,2.191,6.9552e-05,0.0,3.4e-05,0,33531.646265
scuba,luindex,interpret,y,1333.02,3241,189.3602,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.271068818,check-sat-assuming,2.271,6.8818e-05,0.0,3.4e-05,0,33531.646266
scuba,luindex,interpret,y,1348.81,3292,161.134892,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.7680715429999996,check-sat-assuming,2.768,7.154299999999999e-05,0.0,3.4e-05,0,33531.646264
scuba,luindex,interpret,y,1329.94,3254,162.358984,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.342127356,check-sat-assuming,2.342,0.000127356,0.0,3.4e-05,0,33531.646266
scuba,luindex,interpret,y,1338.18,3263,151.69032,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1.907077274,check-sat-assuming,1.907,7.727399999999999e-05,0.0,3.4e-05,0,33531.646269
scuba,luindex,interpret,y,1330.21,3273,175.365936,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2.281076186,check-sat-assuming,2.281,7.6186e-05,0.0,3.4e-05,0,33531.646268
scuba,luindex,interpret,y,1348.10,3235,174.451612,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1.974073308,check-sat-assuming,1.974,7.3308e-05,0.0,3.4e-05,0,33531.646264
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.15,207,5.717492,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.80,193,4.8945,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.08,193,4.893776,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.61,190,4.903516,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.22,200,4.90036,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.56,176,4.886788,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.48,203,5.735768,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.57,206,4.899888,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.70,201,4.907672,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.64,185,5.668464,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.06,3797,1.606604,2,0.0268111,check-sat-assuming,0.0268111,0.0,0.0,2e-06,0,30034.934087
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.81,3778,1.604216,2,0.0273056,check-sat-assuming,0.0273056,0.0,0.0,2e-06,0,29682.772036
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.12,3785,1.605244,2,0.0278909,check-sat-assuming,0.0278909,0.0,0.0,2e-06,0,30201.35104
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.25,3776,1.606412,2,0.025876100000000003,check-sat-assuming,0.025876100000000003,0.0,0.0,2e-06,0,29363.185627
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.87,3804,1.603708,2,0.0266454,check-sat-assuming,0.0266454,0.0,0.0,2e-06,0,30240.182475
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.49,3782,1.601688,2,0.0270492,check-sat-assuming,0.0270492,0.0,0.0,2e-06,0,31160.497289
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.70,3805,1.603312,2,0.0351717,check-sat-assuming,0.0351717,0.0,0.0,2e-06,0,30882.762511
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.90,3792,1.605008,2,0.0268267,check-sat-assuming,0.0268267,0.0,0.0,2e-06,0,30168.540241
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.44,3790,1.597336,2,0.026556,check-sat-assuming,0.026556,0.0,0.0,2e-06,0,29278.241254
scuba,polyglot,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.36,3777,1.601448,2,0.0344648,check-sat-assuming,0.0344648,0.0,0.0,2e-06,0,30518.942183
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.52,3214,1.261868,2,0.0265043,check-sat-assuming,0.0265043,0.0,0.0,2e-06,0,8649.464396
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,3202,1.26416,2,0.0267638,check-sat-assuming,0.0267638,0.0,0.0,2e-06,0,8649.465206
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.01,3225,1.260188,2,0.0265139,check-sat-assuming,0.0265139,0.0,0.0,2e-06,0,8649.464521
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.65,3192,1.26376,2,0.0265892,check-sat-assuming,0.0265892,0.0,0.0,2e-06,0,8649.464961
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.93,3212,1.26484,2,0.026515999999999998,check-sat-assuming,0.026515999999999998,0.0,0.0,2e-06,0,8649.464707
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.66,3215,1.264536,2,0.0266297,check-sat-assuming,0.0266297,0.0,0.0,2e-06,0,8649.465024
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.05,3227,1.264196,2,0.0264507,check-sat-assuming,0.0264507,0.0,0.0,2e-06,0,8649.465051
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.58,3185,1.260364,2,0.0265175,check-sat-assuming,0.0265175,0.0,0.0,2e-06,0,8649.466175
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.26,3208,1.263996,2,0.0264609,check-sat-assuming,0.0264609,0.0,0.0,2e-06,0,8649.464466
scuba,polyglot,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.26,3210,1.259884,2,0.026311699999999997,check-sat-assuming,0.026311699999999997,0.0,0.0,2e-06,0,8649.466136
scuba,polyglot,interpret-unbatched,y,1140.88,3896,141.688832,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.031010276,check-sat-assuming,0.031,1.0276000000000001e-05,0.0,2e-06,0,35642.454269
scuba,polyglot,interpret-unbatched,y,1306.57,3907,111.792604,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.033008772,check-sat-assuming,0.033,8.772e-06,0.0,2e-06,0,37586.151342
scuba,polyglot,interpret-unbatched,y,1181.68,3905,137.9344,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.056039964000000005,check-sat-assuming,0.056,3.9964e-05,0.0,2e-06,0,36494.079661
scuba,polyglot,interpret-unbatched,y,1309.36,3916,133.863688,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.034011532000000004,check-sat-assuming,0.034,1.1532e-05,0.0,2e-06,0,38467.629249
scuba,polyglot,interpret-unbatched,y,1261.52,3911,134.733076,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.051042235,check-sat-assuming,0.051,4.2235000000000005e-05,0.0,2e-06,0,36907.467378
scuba,polyglot,interpret-unbatched,y,1226.70,3911,134.920008,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.051009554,check-sat-assuming,0.051,9.554e-06,0.0,2e-06,0,37429.456832
scuba,polyglot,interpret-unbatched,y,1232.16,3911,138.48176,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.052017942,check-sat-assuming,0.052,1.7942e-05,0.0,2e-06,0,37061.257592
scuba,polyglot,interpret-unbatched,y,1304.22,3911,141.23764,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05401012,check-sat-assuming,0.054,1.0120000000000001e-05,0.0,2e-06,0,38139.385547
scuba,polyglot,interpret-unbatched,y,1264.41,3913,139.446592,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.057011134000000005,check-sat-assuming,0.057,1.1134e-05,0.0,2e-06,0,36863.466896
scuba,polyglot,interpret-unbatched,y,1217.04,3914,133.846992,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04701188,check-sat-assuming,0.047,1.188e-05,0.0,2e-06,0,36867.921749
scuba,polyglot,interpret,y,241.20,3277,136.143336,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023008672,check-sat-assuming,0.023,8.672e-06,0.0,2e-06,0,8464.364244
scuba,polyglot,interpret,y,241.77,3284,143.352184,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023008070999999998,check-sat-assuming,0.023,8.071e-06,0.0,2e-06,0,8464.364243
scuba,polyglot,interpret,y,245.95,3239,134.652812,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023012723,check-sat-assuming,0.023,1.2723e-05,0.0,2e-06,0,8464.364243
scuba,polyglot,interpret,y,237.15,3254,132.84106,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023007647,check-sat-assuming,0.023,7.647e-06,0.0,2e-06,0,8464.364243
scuba,polyglot,interpret,y,247.36,3257,135.846832,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.024007413000000002,check-sat-assuming,0.024,7.413e-06,0.0,2e-06,0,8464.364243
scuba,polyglot,interpret,y,246.07,3256,138.28316,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023008086,check-sat-assuming,0.023,8.086e-06,0.0,2e-06,0,8464.364246
scuba,polyglot,interpret,y,240.60,3297,137.171476,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023008617,check-sat-assuming,0.023,8.616999999999999e-06,0.0,2e-06,0,8464.364245
scuba,polyglot,interpret,y,249.45,3305,135.155088,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.024008787,check-sat-assuming,0.024,8.786999999999999e-06,0.0,2e-06,0,8464.364243
scuba,polyglot,interpret,y,244.91,3273,142.975068,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.025007231,check-sat-assuming,0.025,7.231e-06,0.0,2e-06,0,8464.364243
scuba,polyglot,interpret,y,239.25,3193,138.690592,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.023008546,check-sat-assuming,0.023,8.546e-06,0.0,2e-06,0,8464.364244
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.84,236,17.970848,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.30,231,19.542836,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.45,238,18.005408,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.35,244,19.040512,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.79,244,18.692728,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.50,232,19.61544,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.41,247,19.374796,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.96,248,19.472132,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.74,227,19.155788,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.84,235,18.084876,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,sunflow,compile-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,sunflow,compile,y,NA,NA,NA,0.86,655,0.294496,91.20,180,1.615,472.14,1811,8.724148,92,3.3723,check-sat-assuming,3.3723,0.0,0.0,9.2e-05,0,33292.165984
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.96,1756,8.702244,92,3.2361,check-sat-assuming,3.2361,0.0,0.0,9.2e-05,0,33292.16696
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.34,1653,8.716292,92,3.3377,check-sat-assuming,3.3377,0.0,0.0,9.2e-05,0,33292.166143
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.42,1735,8.718612,92,2.96804,check-sat-assuming,2.96804,0.0,0.0,9.2e-05,0,33292.169638
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.47,1719,8.709108,92,3.07673,check-sat-assuming,3.07673,0.0,0.0,9.2e-05,0,33292.166508
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.26,1754,8.717468,92,3.12262,check-sat-assuming,3.12262,0.0,0.0,9.2e-05,0,33292.170452
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.16,1647,8.724508,92,3.35032,check-sat-assuming,3.35032,0.0,0.0,9.2e-05,0,33292.168558
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.17,1712,8.721772,92,3.42851,check-sat-assuming,3.42851,0.0,0.0,9.2e-05,0,33292.167011
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.54,1749,8.701064,92,2.97027,check-sat-assuming,2.97027,0.0,0.0,9.2e-05,0,33292.167546
scuba,sunflow,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.39,1736,8.75174,92,3.20054,check-sat-assuming,3.20054,0.0,0.0,9.2e-05,0,33292.167621
scuba,sunflow,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,sunflow,interpret,y,1043.97,3042,151.059376,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8.571181171,check-sat-assuming,8.571,0.000181171,0.0,9.2e-05,0,32713.284107
scuba,sunflow,interpret,y,1039.64,2976,139.341108,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8.712182967,check-sat-assuming,8.712,0.000182967,0.0,9.2e-05,0,32713.284114
scuba,sunflow,interpret,y,1030.74,3047,148.114504,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8.190169887,check-sat-assuming,8.19,0.00016988700000000002,0.0,9.2e-05,0,32713.284108
scuba,sunflow,interpret,y,1028.48,3042,160.561108,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,14.597162022,check-sat-assuming,14.597,0.000162022,0.0,9.2e-05,0,32713.284107
scuba,sunflow,interpret,y,1073.05,3121,153.686552,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,7.967158034,check-sat-assuming,7.967,0.000158034,0.0,9.2e-05,0,32713.284109
scuba,sunflow,interpret,y,1045.01,3050,150.46314,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,7.43216532,check-sat-assuming,7.432,0.00016532,0.0,9.2e-05,0,32713.284106
scuba,sunflow,interpret,y,1055.94,3059,165.188088,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8.08716329,check-sat-assuming,8.087,0.00016329,0.0,9.2e-05,0,32713.284106
scuba,sunflow,interpret,y,1029.56,3021,150.64458,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8.009156825,check-sat-assuming,8.009,0.000156825,0.0,9.2e-05,0,32713.284113
scuba,sunflow,interpret,y,1049.49,3038,142.7689,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8.40116326,check-sat-assuming,8.401,0.00016325999999999998,0.0,9.2e-05,0,32713.284105
scuba,sunflow,interpret,y,1027.53,3020,145.5111,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,6.363179457,check-sat-assuming,6.363,0.000179457,0.0,9.2e-05,0,32713.284119
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.30,189,4.83464,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.16,196,4.447672,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.27,188,4.58894,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.68,189,5.332052,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.87,188,5.336832,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.67,184,4.734432,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.58,184,5.3227,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.35,184,4.8429,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.78,184,4.993364,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.43,193,4.558128,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.94,3930,2.295956,9,0.336106,check-sat-assuming,0.336106,0.0,0.0,9e-06,0,143754.061888
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.22,3862,2.288896,9,0.337121,check-sat-assuming,0.337121,0.0,0.0,9e-06,0,67568.291458
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.64,3871,2.287212,9,0.175269,check-sat-assuming,0.175269,0.0,0.0,9e-06,0,73984.484842
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.12,3929,2.295308,9,0.315839,check-sat-assuming,0.315839,0.0,0.0,9e-06,0,148769.894908
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.60,3883,2.2894,9,0.252893,check-sat-assuming,0.252893,0.0,0.0,9e-06,0,86755.565773
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.72,3872,2.281352,9,0.203266,check-sat-assuming,0.203266,0.0,0.0,9e-06,0,71596.156159
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.43,3885,2.287852,9,0.318239,check-sat-assuming,0.318239,0.0,0.0,9e-06,0,79932.319809
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.87,3932,2.293024,9,0.217923,check-sat-assuming,0.217923,0.0,0.0,9e-06,0,152484.266777
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.80,3883,2.288416,9,0.15454900000000002,check-sat-assuming,0.15454900000000002,0.0,0.0,9e-06,0,69338.571676
scuba,toba-s,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.85,3875,2.2871,9,0.241906,check-sat-assuming,0.241906,0.0,0.0,9e-06,0,73556.928443
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.03,2804,1.89494,9,0.143191,check-sat-assuming,0.143191,0.0,0.0,9e-06,0,9049.588694
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.50,2767,1.926716,9,0.14356,check-sat-assuming,0.14356,0.0,0.0,9e-06,0,9049.588667
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.44,2755,1.919692,9,0.138118,check-sat-assuming,0.138118,0.0,0.0,9e-06,0,9049.589263
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.65,2781,1.91312,9,0.10352700000000001,check-sat-assuming,0.10352700000000001,0.0,0.0,9e-06,0,9049.589373
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.16,2732,1.906432,9,0.120851,check-sat-assuming,0.120851,0.0,0.0,9e-06,0,9049.588382
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.60,2731,1.912096,9,0.120627,check-sat-assuming,0.120627,0.0,0.0,9e-06,0,9049.591844
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.84,2713,1.916236,9,0.12076300000000001,check-sat-assuming,0.12076300000000001,0.0,0.0,9e-06,0,9049.5887
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.92,2735,1.907056,9,0.120384,check-sat-assuming,0.120384,0.0,0.0,9e-06,0,9049.588954
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.26,2742,1.919108,9,0.137627,check-sat-assuming,0.137627,0.0,0.0,9e-06,0,9049.590031
scuba,toba-s,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.13,2755,1.907112,9,0.13756000000000002,check-sat-assuming,0.13756000000000002,0.0,0.0,9e-06,0,9049.588783
