case_study,benchmark,mode,success,interpret_time,interpret_cpu,interpret_mem,transpile_time,transpile_cpu,transpile_mem,compile_time,compile_cpu,compile_mem,execute_time,execute_cpu,execute_mem,smt_calls,smt_time,smt_mode,smt_eval_time,smt_wait_time,smt_cache_hits,smt_cache_misses,smt_cache_clears,work
scuba,antlr,compile-unbatched,y,NA,NA,NA,0.90,758,0.340688,186.54,139,3.634196,1341.06,3969,3.139644,82,6.41774,check-sat-assuming,6.41774,0.0,0.0,8.2e-05,0,397355.557351
scuba,antlr,compile-unbatched,y,NA,NA,NA,0.87,725,0.30314,185.04,140,3.634176,862.70,3950,3.135992,82,5.48325,check-sat-assuming,5.48325,0.0,0.0,8.2e-05,0,270541.822098
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.54,3958,3.141932,82,6.563,check-sat-assuming,6.563,0.0,0.0,8.2e-05,0,300498.150282
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.62,3957,3.13606,82,5.60445,check-sat-assuming,5.60445,0.0,0.0,8.2e-05,0,313307.677923
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128.28,3962,3.142832,82,6.04196,check-sat-assuming,6.04196,0.0,0.0,8.2e-05,0,349362.952231
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.03,3954,3.139864,82,6.66922,check-sat-assuming,6.66922,0.0,0.0,8.2e-05,0,281723.23503
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345.65,3970,3.132824,82,6.6233900000000006,check-sat-assuming,6.6233900000000006,0.0,0.0,8.2e-05,0,398754.313291
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113.66,3962,3.127792,82,5.916,check-sat-assuming,5.916,0.0,0.0,8.2e-05,0,322939.086359
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.65,3950,3.137728,82,5.718430000000001,check-sat-assuming,5.718430000000001,0.0,0.0,8.2e-05,0,276759.510928
scuba,antlr,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047.57,3960,3.144232,82,5.84488,check-sat-assuming,5.84488,0.0,0.0,8.2e-05,0,331908.623922
scuba,antlr,compile,y,NA,NA,NA,0.87,708,0.344628,90.80,180,1.614972,93.70,2540,2.5263,82,5.472270000000001,check-sat-assuming,5.472270000000001,0.0,0.0,8.2e-05,0,10345.519894
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.89,2543,2.52684,82,6.05302,check-sat-assuming,6.05302,0.0,0.0,8.2e-05,0,10345.518976
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.54,2581,2.532884,82,6.1667,check-sat-assuming,6.1667,0.0,0.0,8.2e-05,0,10345.519221
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.92,2524,2.533824,82,5.68812,check-sat-assuming,5.68812,0.0,0.0,8.2e-05,0,10345.522314
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.72,2619,2.52662,82,5.22875,check-sat-assuming,5.22875,0.0,0.0,8.2e-05,0,10345.519861
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.03,2596,2.529352,82,6.102399999999999,check-sat-assuming,6.102399999999999,0.0,0.0,8.2e-05,0,10345.519096
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.86,2536,2.535516,82,6.31795,check-sat-assuming,6.31795,0.0,0.0,8.2e-05,0,10345.519988
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.97,2558,2.530208,82,5.55441,check-sat-assuming,5.55441,0.0,0.0,8.2e-05,0,10345.51963
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.50,2582,2.532952,82,5.63779,check-sat-assuming,5.63779,0.0,0.0,8.2e-05,0,10345.520691
scuba,antlr,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.07,2566,2.527468,82,5.50078,check-sat-assuming,5.50078,0.0,0.0,8.2e-05,0,10345.52821
scuba,antlr,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,antlr,interpret,y,318.00,3057,136.236032,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,6.276137309,check-sat-assuming,6.276,0.00013730899999999998,0.0,8.2e-05,0,10099.226008
scuba,antlr,interpret,y,312.77,3056,134.478364,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,5.918145386,check-sat-assuming,5.918,0.00014538599999999998,0.0,8.2e-05,0,10099.226008
scuba,antlr,interpret,y,308.82,3037,142.118592,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,6.476132138,check-sat-assuming,6.476,0.00013213800000000001,0.0,8.2e-05,0,10099.226007
scuba,antlr,interpret,y,306.79,3005,134.47036,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,6.238140622,check-sat-assuming,6.238,0.000140622,0.0,8.2e-05,0,10099.226008
scuba,antlr,interpret,y,310.18,2996,134.234292,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,6.859157904,check-sat-assuming,6.859,0.000157904,0.0,8.2e-05,0,10099.226008
scuba,antlr,interpret,y,317.65,3035,136.0913,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,7.080167039,check-sat-assuming,7.08,0.00016703899999999998,0.0,8.2e-05,0,10099.226008
scuba,antlr,interpret,y,314.05,3035,137.82958,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,7.139137661,check-sat-assuming,7.139,0.000137661,0.0,8.2e-05,0,10099.226007
scuba,antlr,interpret,y,305.63,3046,136.93446,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,5.829141397,check-sat-assuming,5.829,0.000141397,0.0,8.2e-05,0,10099.226008
scuba,antlr,interpret,y,310.58,3036,136.773544,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,6.3411501470000005,check-sat-assuming,6.341,0.000150147,0.0,8.2e-05,0,10099.226007
scuba,antlr,interpret,y,307.96,3031,137.317804,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,5.609182445,check-sat-assuming,5.609,0.000182445,0.0,8.2e-05,0,10099.226007
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.30,199,6.39668,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.37,219,6.375392,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.58,237,7.431916,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.45,234,7.459408,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.26,232,7.461032,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.63,200,6.397088,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.93,213,6.308572,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.18,208,7.497132,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.62,199,6.474776,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.94,225,7.595552,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,avrora,compile-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.97,2470,2.981152,6,0.0749933,check-sat-assuming,0.0749933,0.0,0.0,6e-06,0,14406.146275
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.01,2425,2.975508,6,0.057275,check-sat-assuming,0.057275,0.0,0.0,6e-06,0,14406.14789
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.39,2428,2.981324,6,0.07233110000000001,check-sat-assuming,0.07233110000000001,0.0,0.0,6e-06,0,14406.147684
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.59,2468,2.977436,6,0.0727634,check-sat-assuming,0.0727634,0.0,0.0,6e-06,0,14406.146556
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.40,2433,2.974608,6,0.0720078,check-sat-assuming,0.0720078,0.0,0.0,6e-06,0,14406.146823
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.14,2458,2.976864,6,0.0890653,check-sat-assuming,0.0890653,0.0,0.0,6e-06,0,14406.146465
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.28,2391,2.97878,6,0.0873562,check-sat-assuming,0.0873562,0.0,0.0,6e-06,0,14406.147501
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.20,2437,2.981164,6,0.0752304,check-sat-assuming,0.0752304,0.0,0.0,6e-06,0,14406.14654
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.33,2407,2.982524,6,0.0703653,check-sat-assuming,0.0703653,0.0,0.0,6e-06,0,14406.146391
scuba,avrora,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.25,2425,2.982196,6,0.0890851,check-sat-assuming,0.0890851,0.0,0.0,6e-06,0,14406.146131
scuba,avrora,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,avrora,interpret,y,383.09,3383,135.524356,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.08401631600000001,check-sat-assuming,0.084,1.6316e-05,0.0,6e-06,0,14044.836999
scuba,avrora,interpret,y,388.77,3392,140.658116,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.090018635,check-sat-assuming,0.09,1.8635e-05,0.0,6e-06,0,14044.836996
scuba,avrora,interpret,y,387.35,3383,142.471432,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.089020004,check-sat-assuming,0.089,2.0004e-05,0.0,6e-06,0,14044.836999
scuba,avrora,interpret,y,392.83,3378,138.718844,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.08901833499999999,check-sat-assuming,0.089,1.8335e-05,0.0,6e-06,0,14044.836996
scuba,avrora,interpret,y,383.24,3376,138.460152,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.082016476,check-sat-assuming,0.082,1.6476e-05,0.0,6e-06,0,14044.836999
scuba,avrora,interpret,y,387.02,3392,142.67984,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.08301957900000001,check-sat-assuming,0.083,1.9579e-05,0.0,6e-06,0,14044.836996
scuba,avrora,interpret,y,395.41,3368,143.959896,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.080017774,check-sat-assuming,0.08,1.7774000000000003e-05,0.0,6e-06,0,14044.836998
scuba,avrora,interpret,y,379.51,3372,143.150292,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.078020067,check-sat-assuming,0.078,2.0067000000000003e-05,0.0,6e-06,0,14044.836996
scuba,avrora,interpret,y,387.48,3390,140.393564,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.07601759699999999,check-sat-assuming,0.076,1.7597e-05,0.0,6e-06,0,14044.836996
scuba,avrora,interpret,y,386.78,3370,142.217356,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.086018575,check-sat-assuming,0.086,1.8575e-05,0.0,6e-06,0,14044.836996
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.43,188,6.369628,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.99,263,7.1811,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.23,185,5.297036,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.81,214,6.897284,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.90,196,5.227768,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.83,192,6.359076,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.90,227,6.77774,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.03,221,6.696572,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.63,200,5.321128,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.51,223,6.800176,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.06,3862,1.730196,15,0.236892,check-sat-assuming,0.236892,0.0,0.0,1.5e-05,0,58183.969046
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.32,3854,1.731552,15,0.135939,check-sat-assuming,0.135939,0.0,0.0,1.5e-05,0,55085.003444
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.15,3891,1.732064,15,0.233107,check-sat-assuming,0.233107,0.0,0.0,1.5e-05,0,64530.234573
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.00,3861,1.731564,15,0.154606,check-sat-assuming,0.154606,0.0,0.0,1.5e-05,0,55878.265575
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.67,3865,1.73034,15,0.179102,check-sat-assuming,0.179102,0.0,0.0,1.5e-05,0,64201.963829
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.40,3888,1.731736,15,0.202854,check-sat-assuming,0.202854,0.0,0.0,1.5e-05,0,64848.187961
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.65,3865,1.733316,15,0.127018,check-sat-assuming,0.127018,0.0,0.0,1.5e-05,0,62728.103554
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.10,3878,1.729344,15,0.16823500000000002,check-sat-assuming,0.16823500000000002,0.0,0.0,1.5e-05,0,64820.322279
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.10,3857,1.734176,15,0.111538,check-sat-assuming,0.111538,0.0,0.0,1.5e-05,0,53960.070354
scuba,hedc,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.04,3863,1.732276,15,0.234186,check-sat-assuming,0.234186,0.0,0.0,1.5e-05,0,62831.174136
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.12,2931,1.380168,15,0.19897800000000002,check-sat-assuming,0.19897800000000002,0.0,0.0,1.5e-05,0,8848.634969
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.32,2968,1.380864,15,0.209817,check-sat-assuming,0.209817,0.0,0.0,1.5e-05,0,8848.633733
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.88,2974,1.37674,15,0.208083,check-sat-assuming,0.208083,0.0,0.0,1.5e-05,0,8848.635592
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.96,2991,1.378372,15,0.17305299999999998,check-sat-assuming,0.17305299999999998,0.0,0.0,1.5e-05,0,8848.633491
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.66,2987,1.37972,15,0.19181,check-sat-assuming,0.19181,0.0,0.0,1.5e-05,0,8848.635331
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.07,2968,1.378316,15,0.21227000000000001,check-sat-assuming,0.21227000000000001,0.0,0.0,1.5e-05,0,8848.634942
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.24,2963,1.37954,15,0.188556,check-sat-assuming,0.188556,0.0,0.0,1.5e-05,0,8848.633996
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.98,2986,1.37904,15,0.210311,check-sat-assuming,0.210311,0.0,0.0,1.5e-05,0,8848.635466
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.89,2956,1.381628,15,0.182788,check-sat-assuming,0.182788,0.0,0.0,1.5e-05,0,8848.633903
scuba,hedc,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.03,2974,1.377552,15,0.193851,check-sat-assuming,0.193851,0.0,0.0,1.5e-05,0,8848.634597
scuba,hedc,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,hedc,interpret,y,252.01,3183,135.236084,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.26703498600000003,check-sat-assuming,0.267,3.4986e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,249.56,3199,131.152824,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.287046796,check-sat-assuming,0.287,4.6796e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,242.96,3255,137.495044,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.23103521000000002,check-sat-assuming,0.231,3.521e-05,0.0,1.5e-05,0,8624.411926
scuba,hedc,interpret,y,249.53,3284,128.786564,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.226059586,check-sat-assuming,0.226,5.9586e-05,0.0,1.5e-05,0,8624.411926
scuba,hedc,interpret,y,244.56,3236,136.09298,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.26102671,check-sat-assuming,0.261,2.671e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,249.38,3273,130.045644,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.236056358,check-sat-assuming,0.236,5.6358e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,260.41,3212,133.957272,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.241036913,check-sat-assuming,0.241,3.6913000000000004e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,254.18,3205,136.469972,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.411025441,check-sat-assuming,0.411,2.5441e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,251.22,3265,127.457856,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.223025004,check-sat-assuming,0.223,2.5004e-05,0.0,1.5e-05,0,8624.411925
scuba,hedc,interpret,y,249.03,3191,139.140712,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.239070818,check-sat-assuming,0.239,7.081800000000001e-05,0.0,1.5e-05,0,8624.411925
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.09,201,4.72674,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.57,191,4.910056,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.71,197,4.673072,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.08,197,4.90766,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.98,203,4.72744,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.76,189,4.909048,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.17,188,4.051996,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.04,195,4.90842,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.95,192,4.046916,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.96,201,4.700244,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.07,3903,1.933076,1.97626e-322,4.66214e-313,check-sat-assuming,4.66214e-313,0.0,0.0,0.0,0,109481.282223
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.41,3919,1.933044,1.97626e-322,4.6611e-313,check-sat-assuming,4.6611e-313,0.0,0.0,0.0,0,130443.832585
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.65,3917,1.93098,1.97626e-322,4.66698e-313,check-sat-assuming,4.66698e-313,0.0,0.0,0.0,0,134758.013128
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.59,3920,1.934484,1.97626e-322,4.64838e-313,check-sat-assuming,4.64838e-313,0.0,0.0,0.0,0,130880.541633
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.66,3925,1.934576,1.97626e-322,4.65154e-313,check-sat-assuming,4.65154e-313,0.0,0.0,0.0,0,133139.140628
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.87,3906,1.925536,1.97626e-322,4.67308e-313,check-sat-assuming,4.67308e-313,0.0,0.0,0.0,0,120398.945979
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.56,3914,1.929024,1.97626e-322,4.66575e-313,check-sat-assuming,4.66575e-313,0.0,0.0,0.0,0,131315.837609
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.41,3914,1.929872,1.97626e-322,4.6489e-313,check-sat-assuming,4.6489e-313,0.0,0.0,0.0,0,122909.593793
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.68,3923,1.926756,1.97626e-322,4.65629e-313,check-sat-assuming,4.65629e-313,0.0,0.0,0.0,0,133190.222901
scuba,hsqldb,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.41,3916,1.933772,1.97626e-322,4.65384e-313,check-sat-assuming,4.65384e-313,0.0,0.0,0.0,0,131678.916407
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.54,2987,1.53416,1.97626e-322,4.67178e-313,check-sat-assuming,4.67178e-313,0.0,0.0,0.0,0,8760.946006
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.05,2957,1.531868,1.97626e-322,4.65708e-313,check-sat-assuming,4.65708e-313,0.0,0.0,0.0,0,8760.947257
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.04,2975,1.533024,1.97626e-322,4.67347e-313,check-sat-assuming,4.67347e-313,0.0,0.0,0.0,0,8760.945966
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.68,2980,1.529624,1.97626e-322,4.67071e-313,check-sat-assuming,4.67071e-313,0.0,0.0,0.0,0,8760.946652
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.40,2965,1.532536,1.97626e-322,4.66535e-313,check-sat-assuming,4.66535e-313,0.0,0.0,0.0,0,8760.94617
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.61,2986,1.53258,1.97626e-322,4.63855e-313,check-sat-assuming,4.63855e-313,0.0,0.0,0.0,0,8760.946966
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.11,2968,1.53314,1.97626e-322,4.65238e-313,check-sat-assuming,4.65238e-313,0.0,0.0,0.0,0,8760.946573
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.30,2974,1.529892,1.97626e-322,4.63897e-313,check-sat-assuming,4.63897e-313,0.0,0.0,0.0,0,8760.945963
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.45,2980,1.530288,1.97626e-322,4.66325e-313,check-sat-assuming,4.66325e-313,0.0,0.0,0.0,0,8760.946194
scuba,hsqldb,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.42,2991,1.533844,1.97626e-322,4.6409e-313,check-sat-assuming,4.6409e-313,0.0,0.0,0.0,0,8760.945744
scuba,hsqldb,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,hsqldb,interpret,y,241.35,3216,136.453016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871793
scuba,hsqldb,interpret,y,247.64,3300,131.150428,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871794
scuba,hsqldb,interpret,y,243.98,3239,129.607328,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871793
scuba,hsqldb,interpret,y,248.32,3232,136.713692,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871791
scuba,hsqldb,interpret,y,239.39,3238,130.81992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871791
scuba,hsqldb,interpret,y,245.71,3258,136.879064,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871791
scuba,hsqldb,interpret,y,238.91,3219,136.75408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871791
scuba,hsqldb,interpret,y,251.12,3229,127.282548,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,check-sat-assuming,0.0,0.0,0.0,0.0,0,8570.871791
