case_study,benchmark,mode,success,interpret_time,interpret_cpu,interpret_mem,transpile_time,transpile_cpu,transpile_mem,compile_time,compile_cpu,compile_mem,execute_time,execute_cpu,execute_mem,smt_calls,smt_time,smt_mode,smt_eval_time,smt_wait_time,smt_cache_hits,smt_cache_misses,smt_cache_clears,work,parallelism
dminor,all-100,compile-reorder,y,NA,NA,NA,1.06,622,0.40992,69.40,203,1.741388,1428.64,100,0.5751,95749,1400.84,push-pop,1400.84,0.0,0.318543,0.266951,0,14.16749,1
dminor,all-100,compile-reorder,y,NA,NA,NA,1.32,493,0.422564,70.06,201,1.739836,1427.52,100,0.575104,95749,1399.77,push-pop,1399.77,0.0,0.318585,0.266909,0,14.16749,1
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.72,100,0.574584,95749,1404.3,push-pop,1404.3,0.0,0.318589,0.266905,0,14.16749,1
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430.93,100,0.575488,95749,1403.21,push-pop,1403.21,0.0,0.318585,0.266909,0,14.16749,1
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433.64,100,0.575368,95749,1405.97,push-pop,1405.97,0.0,0.318589,0.266905,0,14.16749,1
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.52,780,0.58756,95749,1468.19,push-pop,1468.19,0.0,0.290978,0.294516,0,14.16749,8
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.48,780,0.589356,95749,1461.97,push-pop,1461.97,0.0,0.291031,0.294463,0,14.16749,8
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.68,780,0.590124,95749,1464.39,push-pop,1464.39,0.0,0.291177,0.294317,0,14.16749,8
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.61,780,0.58776,95749,1448.03,push-pop,1448.03,0.0,0.290924,0.29457,0,14.16749,8
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.23,780,0.587996,95749,1444.9,push-pop,1444.9,0.0,0.290966,0.294528,0,14.16749,8
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.13,1492,0.597756,95749,1624.09,push-pop,1624.09,0.0,0.276017,0.309477,0,14.16749,16
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.13,1493,0.599716,95749,1608.74,push-pop,1608.74,0.0,0.275579,0.309915,0,14.16749,16
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.97,1490,0.59642,95749,1635.74,push-pop,1635.74,0.0,0.275628,0.309866,0,14.16749,16
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.50,1492,0.59804,95749,1628.03,push-pop,1628.03,0.0,0.275477,0.310017,0,14.16749,16
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.16,1492,0.59906,95749,1625.17,push-pop,1625.17,0.0,0.275629,0.309865,0,14.16749,16
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.29,2164,0.621652,95749,1861.27,push-pop,1861.27,0.0,0.264307,0.321187,0,14.16749,24
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.48,2164,0.6257,95749,1861.85,push-pop,1861.85,0.0,0.264096,0.321398,0,14.16749,24
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.55,2162,0.635208,95749,1864.85,push-pop,1864.85,0.0,0.264357,0.321137,0,14.16749,24
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.69,2164,0.628024,95749,1844.76,push-pop,1844.76,0.0,0.264082,0.321412,0,14.16749,24
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.52,2165,0.625744,95749,1863.47,push-pop,1863.47,0.0,0.26403,0.321464,0,14.16749,24
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.36,2959,0.759228,95749,2407.82,push-pop,2407.82,0.0,0.252825,0.332669,0,14.16749,32
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.81,2960,0.744216,95749,2358.29,push-pop,2358.29,0.0,0.253105,0.332389,0,14.16749,32
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.41,2960,0.738192,95749,2381.6,push-pop,2381.6,0.0,0.25277,0.332724,0,14.16749,32
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.63,2961,0.714892,95749,2383.08,push-pop,2383.08,0.0,0.25297,0.332524,0,14.16749,32
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.04,2957,0.748936,95749,2361.5,push-pop,2361.5,0.0,0.252909,0.332585,0,14.16749,32
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.79,3599,0.998228,95749,3011.15,push-pop,3011.15,0.0,0.241566,0.343928,0,14.16749,40
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.56,3591,1.009392,95749,2967.97,push-pop,2967.97,0.0,0.241252,0.344242,0,14.16749,40
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.72,3593,0.97212,95749,2938.1,push-pop,2938.1,0.0,0.241136,0.344358,0,14.16749,40
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.24,3602,0.96296,95749,2992.86,push-pop,2992.86,0.0,0.240933,0.344561,0,14.16749,40
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.79,3597,0.988212,95749,2982.29,push-pop,2982.29,0.0,0.241074,0.34442,0,14.16749,40
dminor,all-100,compile-reorder,y,NA,NA,NA,1.06,715,0.456888,69.35,203,1.740836,100.18,4251,1.217424,95749,3727.46,push-pop,3727.46,0.0,0.229804,0.35569,0,14.16749,48
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.09,4260,1.243616,95749,3651.02,push-pop,3651.02,0.0,0.229868,0.355626,0,14.16749,48
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.34,4257,1.265772,95749,3690.69,push-pop,3690.69,0.0,0.229753,0.355741,0,14.16749,48
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.26,4255,1.301668,95749,3648.28,push-pop,3648.28,0.0,0.229925,0.355569,0,14.16749,48
dminor,all-100,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.18,4257,1.217492,95749,3654.4,push-pop,3654.4,0.0,0.229552,0.355942,0,14.16749,48
dminor,all-100,compile-unbatched,y,NA,NA,NA,1.06,660,0.422132,130.87,155,3.604332,1379.57,100,0.603776,95749,1346.1618171900002,push-pop,1346.16,0.00181719,0.153963,0.431531,0,12.499511,1
dminor,all-100,compile-unbatched,y,NA,NA,NA,1.07,638,0.429584,130.46,155,3.60286,1378.26,100,0.603796,95749,1344.83201681,push-pop,1344.83,0.00201681,0.153963,0.431531,0,12.499506,1
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379.94,100,0.603412,95749,1346.6117971699998,push-pop,1346.61,0.0017971699999999998,0.153963,0.431531,0,12.499506,1
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.27,100,0.603392,95749,1338.94189316,push-pop,1338.94,0.0018931599999999999,0.153963,0.431531,0,12.499506,1
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382.72,100,0.604024,95749,1349.69179716,push-pop,1349.69,0.0017971600000000001,0.153963,0.431531,0,12.499506,1
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.95,802,0.628172,95749,1303.3043,push-pop,1301.32,1.9843,0.153732,0.431762,0,12.921539,8
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.47,802,0.627188,95749,1291.0298799999998,push-pop,1289.12,1.90988,0.153658,0.431836,0,12.92042,8
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.82,802,0.626096,95749,1309.6152200000001,push-pop,1305.93,3.6852199999999997,0.153658,0.431836,0,12.921277,8
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.46,802,0.628348,95749,1314.7370700000001,push-pop,1311.13,3.60707,0.153663,0.431831,0,12.928548,8
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.68,803,0.627032,95749,1300.95471,push-pop,1299.06,1.8947100000000001,0.153789,0.431705,0,12.928516,8
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.54,1578,0.6564,95749,1400.0705,push-pop,1386.74,13.3305,0.15355,0.431944,0,12.931799,16
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.46,1581,0.6605,95749,1407.4249,push-pop,1385.57,21.8549,0.153549,0.431945,0,12.931516,16
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.00,1582,0.660592,95749,1374.7395999999999,push-pop,1363.81,10.9296,0.153602,0.431892,0,12.92017,16
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.97,1590,0.65602,95749,1401.0608,push-pop,1387.55,13.5108,0.153583,0.431911,0,12.899826,16
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.59,1592,0.657056,95749,1390.84898,push-pop,1384.12,6.72898,0.153548,0.431946,0,12.921764,16
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.33,2382,0.712636,95749,1554.3986,push-pop,1540.22,14.178600000000001,0.153392,0.432102,0,12.932756,24
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.79,2396,0.720504,95749,1522.76984,push-pop,1513.0,9.76984,0.153408,0.432086,0,12.934615,24
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.72,2326,0.713036,95749,1548.0619000000002,push-pop,1515.38,32.6819,0.153552,0.431942,0,12.938062,24
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.52,2346,0.71232,95749,1515.2017,push-pop,1499.16,16.041700000000002,0.153476,0.432018,0,12.929724,24
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.07,2362,0.711124,95749,1519.2048,push-pop,1495.75,23.4548,0.153549,0.431945,0,12.937999,24
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.57,3091,0.854864,95749,2040.3545,push-pop,1987.77,52.5845,0.153431,0.432063,0,12.936745,32
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.98,3100,0.85604,95749,1985.4235,push-pop,1913.7,71.7235,0.153253,0.432241,0,12.937451,32
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.89,3148,0.89374,95749,1990.3934,push-pop,1973.08,17.3134,0.153495,0.431999,0,12.927039,32
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.31,3082,0.850184,95749,1968.3235,push-pop,1943.46,24.8635,0.153471,0.432023,0,12.939277,32
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.61,3166,0.854792,95749,1994.9766,push-pop,1973.03,21.9466,0.15325,0.432244,0,12.931572,32
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.84,3907,1.102816,95749,2535.3354,push-pop,2490.46,44.8754,0.153274,0.43222,0,12.94343,40
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.25,3858,1.114772,95749,2487.1812,push-pop,2438.43,48.7512,0.153195,0.432299,0,12.936911,40
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.80,3917,1.110608,95749,2458.8034000000002,push-pop,2420.4,38.403400000000005,0.153244,0.43225,0,12.941047,40
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.20,3839,1.08976,95749,2461.9737999999998,push-pop,2428.81,33.1638,0.153468,0.432026,0,12.945546,40
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.94,3841,1.078292,95749,2496.6686000000004,push-pop,2418.28,78.38860000000001,0.153342,0.432152,0,12.941045,40
dminor,all-100,compile-unbatched,y,NA,NA,NA,1.10,853,0.506632,129.49,156,3.601768,69.70,4330,1.358972,95749,3097.127,push-pop,2893.62,203.507,0.153613,0.431881,0,12.917229,48
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.80,4504,1.349476,95749,3047.498,push-pop,2935.68,111.818,0.153329,0.432165,0,12.947293,48
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.39,4605,1.334648,95749,3027.8574,push-pop,2981.5,46.3574,0.153041,0.432453,0,12.940298,48
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.16,4664,1.390192,95749,3010.135,push-pop,2962.07,48.065,0.15298,0.432514,0,12.942291,48
dminor,all-100,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.56,4604,1.371788,95749,3045.8784,push-pop,2985.66,60.2184,0.153253,0.432241,0,12.945075,48
symex,interp-6,compile-reorder,y,NA,NA,NA,0.83,681,0.33474,65.34,199,1.459488,865.91,103,0.383232,23418,823.06651334,check-sat-assuming,823.066,0.00051334,0.709068,0.85283,6813,8.805588,1
symex,interp-6,compile-reorder,y,NA,NA,NA,0.84,610,0.337288,65.23,199,1.46028,857.20,103,0.384,23418,814.157510322,check-sat-assuming,814.157,0.000510322,0.707217,0.854681,6816,8.805588,1
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,870.17,103,0.383232,23418,828.4734809109999,check-sat-assuming,828.473,0.000480911,0.707832,0.854066,6821,8.805588,1
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.12,103,0.384,23418,823.434492877,check-sat-assuming,823.434,0.000492877,0.707832,0.854066,6821,8.805588,1
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,851.37,103,0.383232,23418,809.4545013669999,check-sat-assuming,809.454,0.000501367,0.707832,0.854066,6821,8.805588,1
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.96,259,0.401664,23418,930.463771555,check-sat-assuming,930.463,0.0007715549999999999,0.623337,0.938561,7512,8.805588,8
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.35,242,0.405884,23418,1013.6708062319999,check-sat-assuming,1013.67,0.0008062319999999999,0.621767,0.940131,7514,8.805588,8
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.27,257,0.40128,23418,940.702786743,check-sat-assuming,940.702,0.000786743,0.619966,0.941932,7543,8.805588,8
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.51,260,0.405504,23418,924.699823245,check-sat-assuming,924.699,0.000823245,0.619874,0.942024,7532,8.805588,8
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.94,259,0.406656,23418,932.5298004269999,check-sat-assuming,932.529,0.000800427,0.626039,0.935859,7495,8.805588,8
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.67,320,0.408576,23418,961.3449396030001,check-sat-assuming,961.344,0.000939603,0.613664,0.948234,7588,8.805588,16
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.99,317,0.40896,23418,981.027864363,check-sat-assuming,981.027,0.000864363,0.609395,0.952503,7624,8.805588,16
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.71,320,0.411264,23418,973.896906748,check-sat-assuming,973.896,0.000906748,0.607669,0.954229,7639,8.805588,16
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.82,320,0.408576,23418,971.596888517,check-sat-assuming,971.596,0.000888517,0.610087,0.951811,7612,8.805588,16
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.40,320,0.421248,23418,981.820855872,check-sat-assuming,981.82,0.0008558719999999999,0.609296,0.952602,7622,8.805588,16
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.12,375,0.41472,23418,961.901869621,check-sat-assuming,961.901,0.000869621,0.607176,0.954722,7625,8.805588,24
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.95,369,0.41664,23418,987.3728956159999,check-sat-assuming,987.372,0.000895616,0.607668,0.95423,7626,8.805588,24
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.84,374,0.420096,23418,965.520899201,check-sat-assuming,965.52,0.0008992010000000001,0.606084,0.955814,7640,8.805588,24
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.62,374,0.4224,23418,977.525901045,check-sat-assuming,977.525,0.000901045,0.606127,0.955771,7655,8.805588,24
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.08,333,0.41664,23418,1052.130910135,check-sat-assuming,1052.13,0.0009101350000000001,0.606824,0.955074,7627,8.805588,24
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.39,420,0.419328,23418,972.2019265810001,check-sat-assuming,972.201,0.000926581,0.604021,0.957877,7677,8.805588,32
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.81,436,0.42432,23418,960.264902067,check-sat-assuming,960.264,0.000902067,0.602827,0.959071,7666,8.805588,32
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.62,435,0.426616,23418,962.539868626,check-sat-assuming,962.539,0.0008686260000000001,0.602912,0.958986,7678,8.805588,32
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.56,428,0.419328,23418,968.949893835,check-sat-assuming,968.949,0.000893835,0.604767,0.957131,7649,8.805588,32
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.24,434,0.423552,23418,965.933907016,check-sat-assuming,965.933,0.0009070160000000001,0.605269,0.956629,7633,8.805588,32
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.60,488,0.420092,23418,964.1190443600001,check-sat-assuming,964.118,0.00104436,0.604687,0.957211,7661,8.805588,40
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.52,498,0.427392,23418,959.946927421,check-sat-assuming,959.946,0.0009274210000000001,0.604001,0.957897,7655,8.805588,40
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.22,495,0.425088,23418,963.648899442,check-sat-assuming,963.648,0.000899442,0.60395,0.957948,7655,8.805588,40
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.45,497,0.426624,23418,956.4179041040001,check-sat-assuming,956.417,0.000904104,0.603827,0.958071,7669,8.805588,40
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.81,496,0.423168,23418,961.492896719,check-sat-assuming,961.492,0.000896719,0.601437,0.960461,7687,8.805588,40
symex,interp-6,compile-reorder,y,NA,NA,NA,0.87,615,0.351212,65.16,199,1.460232,489.49,540,0.425472,23418,967.017915093,check-sat-assuming,967.017,0.0009150930000000001,0.601278,0.96062,7671,8.805588,48
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.17,543,0.429312,23418,962.2680188400001,check-sat-assuming,962.267,0.00101884,0.603735,0.958163,7654,8.805588,48
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.35,544,0.427392,23418,954.268925035,check-sat-assuming,954.268,0.000925035,0.601971,0.959927,7677,8.805588,48
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.52,541,0.425856,23418,963.8108908089999,check-sat-assuming,963.81,0.000890809,0.599838,0.96206,7682,8.805588,48
symex,interp-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.93,543,0.428928,23418,956.458907718,check-sat-assuming,956.458,0.0009077180000000001,0.602375,0.959523,7663,8.805588,48
symex,interp-6,compile-unbatched,y,NA,NA,NA,0.81,646,0.335628,67.17,197,1.435028,198.77,114,0.29184,23418,157.83731035,check-sat-assuming,157.837,0.00031035000000000004,1.417408,0.144525,1380,8.116436,1
symex,interp-6,compile-unbatched,y,NA,NA,NA,0.82,607,0.311368,67.14,198,1.434116,196.32,115,0.290304,23418,155.042312912,check-sat-assuming,155.042,0.00031291200000000004,1.417408,0.144525,1380,8.116531,1
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.88,112,0.289152,23418,202.53329349299997,check-sat-assuming,202.533,0.00029349300000000003,1.417408,0.144525,1380,8.116531,1
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.82,114,0.290304,23418,158.559293177,check-sat-assuming,158.559,0.00029317700000000004,1.417408,0.144525,1380,8.116531,1
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.36,115,0.28992,23418,159.642265595,check-sat-assuming,159.642,0.00026559500000000003,1.417408,0.144525,1380,8.116531,1
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56,909,0.369792,23418,173.3878529,check-sat-assuming,173.363,0.0248529,1.41387,0.148058,1404,8.120679,8
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.73,900,0.359424,23418,175.35642,check-sat-assuming,173.174,2.18242,1.415121,0.146806,1396,8.121681,8
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.92,899,0.357504,23418,177.42008,check-sat-assuming,175.322,2.09808,1.41391,0.148014,1406,8.12254,8
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.59,902,0.356352,23418,174.76991999999998,check-sat-assuming,172.759,2.01092,1.414019,0.147904,1404,8.121475,8
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.78,900,0.357888,23418,176.41361,check-sat-assuming,174.217,2.19661,1.415099,0.146828,1397,8.121438,8
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.74,1727,0.432384,23418,196.768382,check-sat-assuming,196.45,0.318382,1.404281,0.157638,1462,8.122768,16
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.41,1737,0.41472,23418,199.62793000000002,check-sat-assuming,193.58,6.04793,1.409814,0.152109,1427,8.123262,16
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.38,1739,0.4224,23418,199.77546999999998,check-sat-assuming,193.576,6.19947,1.408969,0.152953,1436,8.123572,16
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.31,1733,0.412032,23418,197.29,check-sat-assuming,191.23,6.06,1.409572,0.152354,1435,8.123957,16
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.22,1762,0.415104,23418,199.34019,check-sat-assuming,193.799,5.541189999999999,1.410635,0.15129,1426,8.123399,16
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.58,2487,0.499584,23418,246.816724,check-sat-assuming,246.541,0.27572399999999997,1.40217,0.159752,1460,8.123364,24
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.99,2495,0.466176,23418,251.0066,check-sat-assuming,235.797,15.2096,1.402738,0.159186,1468,8.124965,24
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84,2522,0.479232,23418,250.0106,check-sat-assuming,236.859,13.1516,1.404233,0.15769,1457,8.124894,24
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05,2479,0.474624,23418,247.9966,check-sat-assuming,234.905,13.0916,1.402755,0.159169,1459,8.124722,24
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.90,2494,0.46848,23418,246.3337,check-sat-assuming,232.009,14.3247,1.404786,0.157134,1463,8.125071,24
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,3307,0.523392,23418,329.2382,check-sat-assuming,328.831,0.4072,1.394587,0.167321,1508,8.125416,32
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27,3167,0.474624,23418,329.7109,check-sat-assuming,303.765,25.9459,1.397304,0.164612,1511,8.123404,32
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34,3119,0.49152,23418,321.2174,check-sat-assuming,299.593,21.6244,1.400453,0.161463,1481,8.12618,32
symex,interp-6,compile-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA,32
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.73,2867,0.482688,23418,328.13689999999997,check-sat-assuming,306.051,22.085900000000002,1.39717,0.164757,1501,8.127131,32
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60,3391,0.524928,23418,394.14164,check-sat-assuming,392.751,1.39064,1.385539,0.17637,1556,8.12517,40
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,3739,0.506496,23418,386.1967,check-sat-assuming,353.85,32.3467,1.389986,0.171926,1539,8.126531,40
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.55,3297,0.506496,23418,381.9209,check-sat-assuming,350.254,31.666900000000002,1.392094,0.16982,1516,8.129001,40
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.73,3461,0.500736,23418,382.8958,check-sat-assuming,347.045,35.8508,1.391761,0.170142,1530,8.128543,40
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04,3635,0.500352,23418,377.5956,check-sat-assuming,343.903,33.6926,1.39171,0.170204,1532,8.127682,40
